id,title_or_case,score_internal,before,delta,human_score,low_checks,evidence
R01:health:hook,R01,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R01:health:daily,R01,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R01:health:summary,R01,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R02:work:hook,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R02:work:daily,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R02:work:summary,R02,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R02:money:hook,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R02:money:daily,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R02:money:summary,R02,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R02:love:hook,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R02:love:daily,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R02:love:summary,R02,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R02:people:hook,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R02:people:daily,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R02:people:summary,R02,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R02:dir:hook,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R02:dir:daily,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R02:dir:summary,R02,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R02:health:hook,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R02:health:daily,R02,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R02:health:summary,R02,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R03:work:hook,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R03:work:daily,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R03:work:summary,R03,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R03:money:hook,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R03:money:daily,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R03:money:summary,R03,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R03:love:hook,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R03:love:daily,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R03:love:summary,R03,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R03:people:hook,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R03:people:daily,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R03:people:summary,R03,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R03:dir:hook,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R03:dir:daily,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R03:dir:summary,R03,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R03:health:hook,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R03:health:daily,R03,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R03:health:summary,R03,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R04:work:hook,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R04:work:daily,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R04:work:summary,R04,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R04:money:hook,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R04:money:daily,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R04:money:summary,R04,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R04:love:hook,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R04:love:daily,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R04:love:summary,R04,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R04:people:hook,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R04:people:daily,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R04:people:summary,R04,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R04:dir:hook,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R04:dir:daily,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R04:dir:summary,R04,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R04:health:hook,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R04:health:daily,R04,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R04:health:summary,R04,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R05:work:hook,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R05:work:daily,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R05:work:summary,R05,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R05:money:hook,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R05:money:daily,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R05:money:summary,R05,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R05:love:hook,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R05:love:daily,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R05:love:summary,R05,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R05:people:hook,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R05:people:daily,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R05:people:summary,R05,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R05:dir:hook,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R05:dir:daily,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R05:dir:summary,R05,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R05:health:hook,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R05:health:daily,R05,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R05:health:summary,R05,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R06:work:hook,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R06:work:daily,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R06:work:summary,R06,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R06:money:hook,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R06:money:daily,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R06:money:summary,R06,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R06:love:hook,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R06:love:daily,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R06:love:summary,R06,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R06:people:hook,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R06:people:daily,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R06:people:summary,R06,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R06:dir:hook,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R06:dir:daily,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R06:dir:summary,R06,80,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R06:health:hook,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R06:health:daily,R06,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R06:health:summary,R06,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R07:work:hook,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R07:work:daily,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R07:work:summary,R07,88,,,,경험 확인 장면 / 완결과 가져갈 것,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 1개 중 접힌 근거 1개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 1개 · 거절 반영 False / 서로 다른 행동 1개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 2개
R07:money:hook,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R07:money:daily,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
R07:money:summary,R07,85,,,,완결과 가져갈 것 / 읽을 순서,노출 전문 표현 0개 · 85자 초과 문장 0개 / 핵심 결론 0개 중 접힌 근거 0개 / 답변으로 해석을 조정하는 질문 제공 / 생활 장면을 묻는 본문 0개 · 거절 반영 False / 서로 다른 행동 0개 · 언제/확인/대안 True / 실행 카드와 마무리 함께 제공 / 이야기 순서 True · 본문 1개
R07:love:hook,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 5단 응답 흐름 / 기존 출력 가드 검사
R07:love:daily,R07,100,,,,,전문 표현 0개 · 85자 초과 0개 / 출처/계산 근거 필드 확인 / 하루의 실행 카드 / 기존 출력 가드 검사
